survey_id,event_id,event_title,survey_date,source_of_hearing,age_group,annual_household_income,overal_event_expression,feeback_suggestion,genre,text_A,text_B,combined_text,sentiment_score,month_str
416,61.0,HolyFrit,2024-02-21,Walla Walla Union Bulletin,66+,"$50,000 or below",very good,,Musical,very good,,very good ,0.9099999999999999,2024-02-01
417,61.0,HolyFrit,2024-02-21,"Walla Walla Union Bulletin, Email",66+,,"Loved this film--and the title was on point:  Holy Frit! indeed.  It encompassed captivating images; sound was just right; value was increased by the education which I feel I received watching the process of how to create stained/fused glass.  Such a journey for the artist, the production crews--glass makers, installers and camera manipulators, plus the courage it took to take on such an enormous endeavor.  The gigantic risks taken and the expenses incurred--constantly having to evolve was a great lesson for us all.","This was one of the most memorable films I've seen at the Powerhouse.  Full of fun, humor, challenge, beauty, collaboration, glass artistry and more--with the ultimate result.  This film hooked me on researching the largest commissioned stained-glass project in the world (at the time) because it made me want to know more.  What an incredible feat to have considered, accepted and produced.  When I saw the eyes of Jesus (I'm not particularly religious.), it touched me in a deeply spiritual way from an artistic perspective.",Musical,"Loved this film--and the title was on point:  Holy Frit! indeed.  It encompassed captivating images; sound was just right; value was increased by the education which I feel I received watching the process of how to create stained/fused glass.  Such a journey for the artist, the production crews--glass makers, installers and camera manipulators, plus the courage it took to take on such an enormous endeavor.  The gigantic risks taken and the expenses incurred--constantly having to evolve was a great lesson for us all.","This was one of the most memorable films I've seen at the Powerhouse.  Full of fun, humor, challenge, beauty, collaboration, glass artistry and more--with the ultimate result.  This film hooked me on researching the largest commissioned stained-glass project in the world (at the time) because it made me want to know more.  What an incredible feat to have considered, accepted and produced.  When I saw the eyes of Jesus (I'm not particularly religious.), it touched me in a deeply spiritual way from an artistic perspective.","Loved this film--and the title was on point:  Holy Frit! indeed.  It encompassed captivating images; sound was just right; value was increased by the education which I feel I received watching the process of how to create stained/fused glass.  Such a journey for the artist, the production crews--glass makers, installers and camera manipulators, plus the courage it took to take on such an enormous endeavor.  The gigantic risks taken and the expenses incurred--constantly having to evolve was a great lesson for us all. This was one of the most memorable films I've seen at the Powerhouse.  Full of fun, humor, challenge, beauty, collaboration, glass artistry and more--with the ultimate result.  This film hooked me on researching the largest commissioned stained-glass project in the world (at the time) because it made me want to know more.  What an incredible feat to have considered, accepted and produced.  When I saw the eyes of Jesus (I'm not particularly religious.), it touched me in a deeply spiritual way from an artistic perspective.",0.34689153439153436,2024-02-01
418,62.0,FebruaryFilmFeast,2024-02-24,Gesa Power House Theatre website (www.phtww.org),56-65,"$100,001 - $200,000",Liked the food. Loved the movies.,,Fundraiser / Gala,Liked the food. Loved the movies.,,Liked the food. Loved the movies. ,0.6499999999999999,2024-02-01
419,62.0,FebruaryFilmFeast,2024-02-24,Word of Mouth,56-65,"$100,001 - $200,000","Films were fun. Food good. What was with the high charges for small
Wine pours and very disappointing so much plastic waste on all the small bites. Felt wrong.  Tiny space even for a partially subscribed event. More people- as you should get- would have made this unbearable   No place to sit for two hours. No place to set a wine glass or plate. No free water. Great inaugural event. Will come back but consider the space limitations as it was a challenge. Also wish additional farmer/food producers were there. My comments are to help. Really so happy we went. Felt like a terrific adventure ",,Fundraiser / Gala,"Films were fun. Food good. What was with the high charges for small
Wine pours and very disappointing so much plastic waste on all the small bites. Felt wrong.  Tiny space even for a partially subscribed event. More people- as you should get- would have made this unbearable   No place to sit for two hours. No place to set a wine glass or plate. No free water. Great inaugural event. Will come back but consider the space limitations as it was a challenge. Also wish additional farmer/food producers were there. My comments are to help. Really so happy we went. Felt like a terrific adventure ",,"Films were fun. Food good. What was with the high charges for small
Wine pours and very disappointing so much plastic waste on all the small bites. Felt wrong.  Tiny space even for a partially subscribed event. More people- as you should get- would have made this unbearable   No place to sit for two hours. No place to set a wine glass or plate. No free water. Great inaugural event. Will come back but consider the space limitations as it was a challenge. Also wish additional farmer/food producers were there. My comments are to help. Really so happy we went. Felt like a terrific adventure  ",0.06941176470588235,2024-02-01
420,62.0,FebruaryFilmFeast,2024-02-24,"Walla Walla Union Bulletin, Gesa Power House Theatre website (www.phtww.org)",66+,"$100,001 - $200,000",Excellent.,"Pre-films food and drink time could have offered some seating, although I know it was crowded for space.",Fundraiser / Gala,Excellent.,"Pre-films food and drink time could have offered some seating, although I know it was crowded for space.","Excellent. Pre-films food and drink time could have offered some seating, although I know it was crowded for space.",1.0,2024-02-01
421,62.0,FebruaryFilmFeast,2024-02-24,"Social Media (Facebook, Twitter, Instagram)",56-65,"$200,001 or above","Fun event for the community who are foodies, shorts were fun and diverse.","Electric Lounge was just too small for this event. The ""Feast"" dynamic of the event was really not. I felt people thought of it as a dinner (5pm start?) and ate like they were eating for that. We did arrive 30 min after  5pm and there were no lamb meatballs, and things listed on the sheet. We were crammed in the corner of the room and stood holding a few bites before we had to fight our way to the food again.  Could you do a set up outside if you did the event later in the year, with tables? Could you offer tables downstairs? Could you do a ""feast"" of setting up table to seat 50 or so on the stage, bites served and cleared, dessert served upstairs in Electric Lounge and reset the theater for the shorts? $55 was pricey for the food we got.",Fundraiser / Gala,"Fun event for the community who are foodies, shorts were fun and diverse.","Electric Lounge was just too small for this event. The ""Feast"" dynamic of the event was really not. I felt people thought of it as a dinner (5pm start?) and ate like they were eating for that. We did arrive 30 min after  5pm and there were no lamb meatballs, and things listed on the sheet. We were crammed in the corner of the room and stood holding a few bites before we had to fight our way to the food again.  Could you do a set up outside if you did the event later in the year, with tables? Could you offer tables downstairs? Could you do a ""feast"" of setting up table to seat 50 or so on the stage, bites served and cleared, dessert served upstairs in Electric Lounge and reset the theater for the shorts? $55 was pricey for the food we got.","Fun event for the community who are foodies, shorts were fun and diverse. Electric Lounge was just too small for this event. The ""Feast"" dynamic of the event was really not. I felt people thought of it as a dinner (5pm start?) and ate like they were eating for that. We did arrive 30 min after  5pm and there were no lamb meatballs, and things listed on the sheet. We were crammed in the corner of the room and stood holding a few bites before we had to fight our way to the food again.  Could you do a set up outside if you did the event later in the year, with tables? Could you offer tables downstairs? Could you do a ""feast"" of setting up table to seat 50 or so on the stage, bites served and cleared, dessert served upstairs in Electric Lounge and reset the theater for the shorts? $55 was pricey for the food we got.",0.006249999999999995,2024-02-01
422,62.0,FebruaryFilmFeast,2024-02-24,Poster,56-65,,"Really enjoyed the entire program, from the snacks from chef Chris to meeting a few local farmers and the multiple creative movie shorts.
We would go it again.",,Fundraiser / Gala,"Really enjoyed the entire program, from the snacks from chef Chris to meeting a few local farmers and the multiple creative movie shorts.
We would go it again.",,"Really enjoyed the entire program, from the snacks from chef Chris to meeting a few local farmers and the multiple creative movie shorts.
We would go it again. ",0.13333333333333333,2024-02-01
423,62.0,FebruaryFilmFeast,2024-02-24,Other,56-65,"$200,001 or above",I love the venue and it was  a great value for an interesting night.,,Fundraiser / Gala,I love the venue and it was  a great value for an interesting night.,,I love the venue and it was  a great value for an interesting night. ,0.6,2024-02-01
424,62.0,FebruaryFilmFeast,2024-02-24,"Email, Gesa Power House Theatre website (www.phtww.org)",66+,"$100,001 - $200,000",Food was outstanding; the films were fabulous.,,Fundraiser / Gala,Food was outstanding; the films were fabulous.,,Food was outstanding; the films were fabulous. ,0.45,2024-02-01
425,,CaesarSings,,Other,36-45,"$100,001 - $200,000","The sound was a little echo-ey, but otherwise it was a beautiful theater and a wonderfully run event. Everyone was so friendly.",I enjoyed every minute ,,"The sound was a little echo-ey, but otherwise it was a beautiful theater and a wonderfully run event. Everyone was so friendly.",I enjoyed every minute ,"The sound was a little echo-ey, but otherwise it was a beautiful theater and a wonderfully run event. Everyone was so friendly. I enjoyed every minute ",0.4895833333333333,
426,,CaesarSings,,Gesa Power House Theatre website (www.phtww.org),66+,"$100,001 - $200,000",This was a fabulous show! So much talent and we hope that Caesar & Mark return to Gesa!,So happy that we saw the show. I'm going to order the CD next.,,This was a fabulous show! So much talent and we hope that Caesar & Mark return to Gesa!,So happy that we saw the show. I'm going to order the CD next.,This was a fabulous show! So much talent and we hope that Caesar & Mark return to Gesa! So happy that we saw the show. I'm going to order the CD next.,0.3875,
427,,CaesarSings,,Email,66+,"$50,001 - $100,000",,,,,, ,,
428,,CaesarSings,,Gesa Power House Theatre website (www.phtww.org),66+,"$100,001 - $200,000",Great event ,,,Great event ,,Great event  ,0.8,
429,,CaesarSings,,Gesa Power House Theatre website (www.phtww.org),56-65,"$200,001 or above",Outstanding ,,,Outstanding ,,Outstanding  ,0.5,
430,,CaesarSings,,Gesa Power House Theatre website (www.phtww.org),66+,"$100,001 - $200,000",,,,,, ,,
431,,CaesarSings,,Email,56-65,"$200,001 or above",I would have liked info on website about best seating for wheelchair or walker. Balcony with elevator was terrible for my MIL. ,Event was great. ,,I would have liked info on website about best seating for wheelchair or walker. Balcony with elevator was terrible for my MIL. ,Event was great. ,I would have liked info on website about best seating for wheelchair or walker. Balcony with elevator was terrible for my MIL.  Event was great. ,0.35000000000000003,
432,,CaesarSings,,"Social Media (Facebook, Twitter, Instagram)",56-65,,"We had a wonderful time. Great music. We were tired and probably wouldn't have gone if we didn't already have tickets, but we are glad we did and felt a bit of a boost. ",,,"We had a wonderful time. Great music. We were tired and probably wouldn't have gone if we didn't already have tickets, but we are glad we did and felt a bit of a boost. ",,"We had a wonderful time. Great music. We were tired and probably wouldn't have gone if we didn't already have tickets, but we are glad we did and felt a bit of a boost.  ",0.475,
433,,CaesarSings,,"Walla Walla Union Bulletin, Poster, Email, Gesa Power House Theatre website (www.phtww.org)",66+,"$50,001 - $100,000",Loved it. Please bring Caesar back to PHT. ,,,Loved it. Please bring Caesar back to PHT. ,,Loved it. Please bring Caesar back to PHT.  ,0.35,
434,,CaesarSings,,Gesa Power House Theatre website (www.phtww.org),66+,"$50,001 - $100,000",Everything was great.  Really enjoyed it.,,,Everything was great.  Really enjoyed it.,,Everything was great.  Really enjoyed it. ,0.65,
435,,CaesarSings,,Walla Walla Union Bulletin,66+,"$100,001 - $200,000",Excellent.  Loved it.,,,Excellent.  Loved it.,,Excellent.  Loved it. ,0.85,
436,,CaesarSings,,"Social Media (Facebook, Twitter, Instagram), Email, Gesa Power House Theatre website (www.phtww.org)",56-65,"$200,001 or above",Excellent. ,,,Excellent. ,,Excellent.  ,1.0,
437,,CaesarSings,,Gesa Power House Theatre website (www.phtww.org),66+,"$100,001 - $200,000",Loved it. ,,,Loved it. ,,Loved it.  ,0.7,
438,,CaesarSings,,"Social Media (Facebook, Twitter, Instagram), Gesa Power House Theatre website (www.phtww.org)",66+,"$50,001 - $100,000"," We really enjoyed the event. Great songs to bring back lots of memories. Amazing pianist, nice personalities, ",,," We really enjoyed the event. Great songs to bring back lots of memories. Amazing pianist, nice personalities, ",," We really enjoyed the event. Great songs to bring back lots of memories. Amazing pianist, nice personalities,  ",0.5,
439,,CaesarSings,,Email,66+,,really enjoyed the show.   I left wanting ti hear more,,,really enjoyed the show.   I left wanting ti hear more,,really enjoyed the show.   I left wanting ti hear more ,0.3333333333333333,
440,,CaesarSings,,Gesa Power House Theatre website (www.phtww.org),66+,"$50,001 - $100,000",The show was fabulous.  I am very impressed with the talent that Gesa brings to Walla Walla. Keep up the great work!,"I know this is difficult or impossible, but more leg room would be great.",,The show was fabulous.  I am very impressed with the talent that Gesa brings to Walla Walla. Keep up the great work!,"I know this is difficult or impossible, but more leg room would be great.","The show was fabulous.  I am very impressed with the talent that Gesa brings to Walla Walla. Keep up the great work! I know this is difficult or impossible, but more leg room would be great.",0.3619047619047619,
441,,CaesarSings,,Gesa Power House Theatre website (www.phtww.org),56-65,"$100,001 - $200,000",Good,It was good. He did not sing very many songs snd took a long inter,,Good,It was good. He did not sing very many songs snd took a long inter,Good It was good. He did not sing very many songs snd took a long inter,0.49999999999999994,
442,,CaesarSings,,"Walla Walla Union Bulletin, Email",66+,,"As Ceasar mentioned, there was a slight humming sound during a small portion of the performance; however, it wasn't that bad and was short-lived--at least from an audience perspective.  As a Nat King Cole fan, was pleased that he sang ""Unforgettable"" as one of his selections.  His accompanying pianist, Mark, was complementary and complimentary (both meanings).  Hope they both return to the Powerhouse.  The event was well-timed with Black History month, so thematic shows might be well-received.","Always enjoy the array of entertainers from musicians to comedians.  Would like to see more rock 'n roll bands--even if of the ""tribute"" kind.  The ones that were brought to the Powerhouse have been pretty exceptional.  They've also been repeat performances that sell fairly well.  So a few more of those could be the bread and butter of entertainment.at Gesa.  Would also welcome more jazz and blues bands and perhaps some modern dance routines.  Also like the rhythm and sounds of bongo drums, calypso or steel drums.",,"As Ceasar mentioned, there was a slight humming sound during a small portion of the performance; however, it wasn't that bad and was short-lived--at least from an audience perspective.  As a Nat King Cole fan, was pleased that he sang ""Unforgettable"" as one of his selections.  His accompanying pianist, Mark, was complementary and complimentary (both meanings).  Hope they both return to the Powerhouse.  The event was well-timed with Black History month, so thematic shows might be well-received.","Always enjoy the array of entertainers from musicians to comedians.  Would like to see more rock 'n roll bands--even if of the ""tribute"" kind.  The ones that were brought to the Powerhouse have been pretty exceptional.  They've also been repeat performances that sell fairly well.  So a few more of those could be the bread and butter of entertainment.at Gesa.  Would also welcome more jazz and blues bands and perhaps some modern dance routines.  Also like the rhythm and sounds of bongo drums, calypso or steel drums.","As Ceasar mentioned, there was a slight humming sound during a small portion of the performance; however, it wasn't that bad and was short-lived--at least from an audience perspective.  As a Nat King Cole fan, was pleased that he sang ""Unforgettable"" as one of his selections.  His accompanying pianist, Mark, was complementary and complimentary (both meanings).  Hope they both return to the Powerhouse.  The event was well-timed with Black History month, so thematic shows might be well-received. Always enjoy the array of entertainers from musicians to comedians.  Would like to see more rock 'n roll bands--even if of the ""tribute"" kind.  The ones that were brought to the Powerhouse have been pretty exceptional.  They've also been repeat performances that sell fairly well.  So a few more of those could be the bread and butter of entertainment.at Gesa.  Would also welcome more jazz and blues bands and perhaps some modern dance routines.  Also like the rhythm and sounds of bongo drums, calypso or steel drums.",0.25396825396825395,
443,,CaesarSings,,Gesa Power House Theatre website (www.phtww.org),66+,"$50,000 or below","Great concert! Outstanding pianist/accompanist.  The quality of sound needed to be better. Too much reverb and feedback. 

Great value and overall very much enjoyed.",,,"Great concert! Outstanding pianist/accompanist.  The quality of sound needed to be better. Too much reverb and feedback. 

Great value and overall very much enjoyed.",,"Great concert! Outstanding pianist/accompanist.  The quality of sound needed to be better. Too much reverb and feedback. 

Great value and overall very much enjoyed. ",0.48750000000000004,
444,,CaesarSings,,Gesa Power House Theatre website (www.phtww.org),56-65,"$50,001 - $100,000","The overall quality was excellent,  comfortable and inviting. ",,,"The overall quality was excellent,  comfortable and inviting. ",,"The overall quality was excellent,  comfortable and inviting.  ",0.4666666666666666,
445,,CaesarSings,,Poster,56-65,"$200,001 or above",It was delightful - I was brought up with my Mom playing this music and felt transported.,I wonder if earlier show times would allow for the audience to mingle more afterwards.  It seems a shame to not give the performers more attention at the end in the lobby.,,It was delightful - I was brought up with my Mom playing this music and felt transported.,I wonder if earlier show times would allow for the audience to mingle more afterwards.  It seems a shame to not give the performers more attention at the end in the lobby.,It was delightful - I was brought up with my Mom playing this music and felt transported. I wonder if earlier show times would allow for the audience to mingle more afterwards.  It seems a shame to not give the performers more attention at the end in the lobby.,0.5,
446,72.0,AlexanderKariotis,2024-04-13,Gesa Power House Theatre website (www.phtww.org),66+,"$50,001 - $100,000","When there is no video, do not even run the projector. Having colors and shapes come up on the screen was distracting.
When there are going to be flashing lights in a performance,  you need to warn the audience. You are lucky no one had an epileptic seizure. 
He had a very powerful voice that did not need amplification but he did use the microphone. The sound system needed to be modulated to take that into account as it was too loud.",Installing a drinking fountain would be wonderful and much appreciated.  I do not want to buy a plastic bottle of water. Either that or let me bring my own bottle of water.,Music Concert,"When there is no video, do not even run the projector. Having colors and shapes come up on the screen was distracting.
When there are going to be flashing lights in a performance,  you need to warn the audience. You are lucky no one had an epileptic seizure. 
He had a very powerful voice that did not need amplification but he did use the microphone. The sound system needed to be modulated to take that into account as it was too loud.",Installing a drinking fountain would be wonderful and much appreciated.  I do not want to buy a plastic bottle of water. Either that or let me bring my own bottle of water.,"When there is no video, do not even run the projector. Having colors and shapes come up on the screen was distracting.
When there are going to be flashing lights in a performance,  you need to warn the audience. You are lucky no one had an epileptic seizure. 
He had a very powerful voice that did not need amplification but he did use the microphone. The sound system needed to be modulated to take that into account as it was too loud. Installing a drinking fountain would be wonderful and much appreciated.  I do not want to buy a plastic bottle of water. Either that or let me bring my own bottle of water.",0.43190476190476196,2024-04-01
447,72.0,AlexanderKariotis,2024-04-13,Gesa Power House Theatre website (www.phtww.org),46-55,"$50,000 or below",AMAZING!,,Music Concert,AMAZING!,,AMAZING! ,0.7500000000000001,2024-04-01
448,72.0,AlexanderKariotis,2024-04-13,Gesa Power House Theatre website (www.phtww.org),25 and under,"$50,000 or below",Amazing!!! So good ,,Music Concert,Amazing!!! So good ,,Amazing!!! So good  ,0.85,2024-04-01
449,72.0,AlexanderKariotis,2024-04-13,Gesa Power House Theatre website (www.phtww.org),66+,"$200,001 or above",It was disappointing not to have the videos accompanying the show. I’d like him to come back.,,Music Concert,It was disappointing not to have the videos accompanying the show. I’d like him to come back.,,It was disappointing not to have the videos accompanying the show. I’d like him to come back. ,-0.3,2024-04-01
450,72.0,AlexanderKariotis,2024-04-13,"Email, Gesa Power House Theatre website (www.phtww.org)",46-55,"$50,001 - $100,000",Great voice and Insturmentals.  So sorry the visuals did not work but music was still wonderful.,,Music Concert,Great voice and Insturmentals.  So sorry the visuals did not work but music was still wonderful.,,Great voice and Insturmentals.  So sorry the visuals did not work but music was still wonderful. ,0.43333333333333335,2024-04-01
451,72.0,AlexanderKariotis,2024-04-13,"Social Media (Facebook, Twitter, Instagram), Gesa Power House Theatre website (www.phtww.org)",66+,"$50,000 or below",Excellent ,All people were kind,Music Concert,Excellent ,All people were kind,Excellent  All people were kind,0.8,2024-04-01
452,72.0,AlexanderKariotis,2024-04-13,Walla Walla Union Bulletin,66+,"$50,000 or below","Alexander has a wonderful voice and seems like a nice guy. It was too bad the slideshow wasn’t working because that would’ve added some visual interest for sure. Overall the concert seemed like glorified karaoke. It was a surprise to not have any other musicians with him. It was on the edge of being too loud a lot of the time, as has been the case for other concerts. We left at intermission. ",,Music Concert,"Alexander has a wonderful voice and seems like a nice guy. It was too bad the slideshow wasn’t working because that would’ve added some visual interest for sure. Overall the concert seemed like glorified karaoke. It was a surprise to not have any other musicians with him. It was on the edge of being too loud a lot of the time, as has been the case for other concerts. We left at intermission. ",,"Alexander has a wonderful voice and seems like a nice guy. It was too bad the slideshow wasn’t working because that would’ve added some visual interest for sure. Overall the concert seemed like glorified karaoke. It was a surprise to not have any other musicians with him. It was on the edge of being too loud a lot of the time, as has been the case for other concerts. We left at intermission.  ",0.12500000000000006,2024-04-01
453,72.0,AlexanderKariotis,2024-04-13,Email,66+,"$100,001 - $200,000","I think he is fantastic.  His rich voice vibrated through my body.  I was in the balcony seated 
 directly in front of him.  He didn't need the video screen behind him.  Could concentrate on his performance better.  Too bad WW Symphony couldn't play with him.  I never knew one could combine Rock and Opera.  I'm a fan.",I think we are so fortunate he came to WW.  I hope he comes back some day.  I loved it.,Music Concert,"I think he is fantastic.  His rich voice vibrated through my body.  I was in the balcony seated 
 directly in front of him.  He didn't need the video screen behind him.  Could concentrate on his performance better.  Too bad WW Symphony couldn't play with him.  I never knew one could combine Rock and Opera.  I'm a fan.",I think we are so fortunate he came to WW.  I hope he comes back some day.  I loved it.,"I think he is fantastic.  His rich voice vibrated through my body.  I was in the balcony seated 
 directly in front of him.  He didn't need the video screen behind him.  Could concentrate on his performance better.  Too bad WW Symphony couldn't play with him.  I never knew one could combine Rock and Opera.  I'm a fan. I think we are so fortunate he came to WW.  I hope he comes back some day.  I loved it.",0.1527777777777778,2024-04-01
454,72.0,AlexanderKariotis,2024-04-13,Gesa Power House Theatre website (www.phtww.org),66+,,"The projection system was not working at all and that was a big part of his show.  He was awful; did not hit all his notes, lip synced some songs, pretended to play his guitar when it was a recording.  It was the worst $90 I have spent.",,Music Concert,"The projection system was not working at all and that was a big part of his show.  He was awful; did not hit all his notes, lip synced some songs, pretended to play his guitar when it was a recording.  It was the worst $90 I have spent.",,"The projection system was not working at all and that was a big part of his show.  He was awful; did not hit all his notes, lip synced some songs, pretended to play his guitar when it was a recording.  It was the worst $90 I have spent. ",-0.525,2024-04-01
455,24.0,CaravanofGLAM,2023-06-02,"Poster, Social Media (Facebook, Twitter, Instagram), Gesa Power House Theatre website (www.phtww.org)",25 and under,"$50,001 - $100,000",Incredible! I loved everything about it and I would love to experience more performances like the Caravan of Glam in Walla Walla. It was great to be able to have such wonderful performers here.,"My only note is that it was fairly loud, possibly offering complimentary earplugs (or even ones for sale for $1) could be really helpful, especially for kids and neurodivergent folx. I brought my own earplugs, and I had a great time.",Musical,Incredible! I loved everything about it and I would love to experience more performances like the Caravan of Glam in Walla Walla. It was great to be able to have such wonderful performers here.,"My only note is that it was fairly loud, possibly offering complimentary earplugs (or even ones for sale for $1) could be really helpful, especially for kids and neurodivergent folx. I brought my own earplugs, and I had a great time.","Incredible! I loved everything about it and I would love to experience more performances like the Caravan of Glam in Walla Walla. It was great to be able to have such wonderful performers here. My only note is that it was fairly loud, possibly offering complimentary earplugs (or even ones for sale for $1) could be really helpful, especially for kids and neurodivergent folx. I brought my own earplugs, and I had a great time.",0.43749999999999994,2023-06-01
456,24.0,CaravanofGLAM,2023-06-02,"Social Media (Facebook, Twitter, Instagram)",56-65,"$50,001 - $100,000",Had the very best time! All of the ladies were absolutely amazing! Can't wait til they come back .,,Musical,Had the very best time! All of the ladies were absolutely amazing! Can't wait til they come back .,,Had the very best time! All of the ladies were absolutely amazing! Can't wait til they come back . ,0.5833333333333334,2023-06-01
457,24.0,CaravanofGLAM,2023-06-02,"Social Media (Facebook, Twitter, Instagram), Email, Other",26-35,"$100,001 - $200,000","So fun! Lighting and sound were well done, high quality performances",,Musical,"So fun! Lighting and sound were well done, high quality performances",,"So fun! Lighting and sound were well done, high quality performances ",0.3116666666666667,2023-06-01
458,24.0,CaravanofGLAM,2023-06-02,"Walla Walla Union Bulletin, Social Media (Facebook, Twitter, Instagram), Gesa Power House Theatre website (www.phtww.org)",56-65,,"Such a fun evening! Very entertaining, great seats,staff was helpful and it was fun to be able to meet the “stars” after the show. Looking forward to a repeat performance!",,Musical,"Such a fun evening! Very entertaining, great seats,staff was helpful and it was fun to be able to meet the “stars” after the show. Looking forward to a repeat performance!",,"Such a fun evening! Very entertaining, great seats,staff was helpful and it was fun to be able to meet the “stars” after the show. Looking forward to a repeat performance! ",0.4583333333333333,2023-06-01
459,24.0,CaravanofGLAM,2023-06-02,Gesa Power House Theatre website (www.phtww.org),56-65,"$50,001 - $100,000",Amazing!,Please bring them back again! It was a wonderful show and I loved the energy!  This was my second time seeing them at this venue,Musical,Amazing!,Please bring them back again! It was a wonderful show and I loved the energy!  This was my second time seeing them at this venue,Amazing! Please bring them back again! It was a wonderful show and I loved the energy!  This was my second time seeing them at this venue,0.525,2023-06-01
460,24.0,CaravanofGLAM,2023-06-02,Gesa Power House Theatre website (www.phtww.org),26-35,"$50,001 - $100,000","It was amazing, but the music was a bit too loud, even for the enthusiastic nature of the event.",,Musical,"It was amazing, but the music was a bit too loud, even for the enthusiastic nature of the event.",,"It was amazing, but the music was a bit too loud, even for the enthusiastic nature of the event. ",0.43333333333333335,2023-06-01
461,24.0,CaravanofGLAM,2023-06-02,"Word of Mouth, Gesa Power House Theatre website (www.phtww.org), Other",46-55,"$50,001 - $100,000",It was absolutely amazing. Thank you for the most amazing experience. The performance was so high energy and fabulous. The dance party was a great idea. Thank you having security and also keeping chalk guy at bay. They’re so much to worry about these days and this wa an island in the storm. Thank you!,"I recently read that Europe has been giving “arts passes” to young people after the pandemic. They can use the money to go to live performances, museums, etc. I had a thought … it would be really nice to find a way to bring both young people and adults who typically can’t afford live performances into the Power House. One way would be applying for AAUW and other grants. Then finding ways to find the communities that need to come. Clearly, you have done excellent work getting the Triple Point youth in. Would be cool to let more Latino/a people in. Just a thought. Greatly appreciate all you do!",Musical,It was absolutely amazing. Thank you for the most amazing experience. The performance was so high energy and fabulous. The dance party was a great idea. Thank you having security and also keeping chalk guy at bay. They’re so much to worry about these days and this wa an island in the storm. Thank you!,"I recently read that Europe has been giving “arts passes” to young people after the pandemic. They can use the money to go to live performances, museums, etc. I had a thought … it would be really nice to find a way to bring both young people and adults who typically can’t afford live performances into the Power House. One way would be applying for AAUW and other grants. Then finding ways to find the communities that need to come. Clearly, you have done excellent work getting the Triple Point youth in. Would be cool to let more Latino/a people in. Just a thought. Greatly appreciate all you do!","It was absolutely amazing. Thank you for the most amazing experience. The performance was so high energy and fabulous. The dance party was a great idea. Thank you having security and also keeping chalk guy at bay. They’re so much to worry about these days and this wa an island in the storm. Thank you! I recently read that Europe has been giving “arts passes” to young people after the pandemic. They can use the money to go to live performances, museums, etc. I had a thought … it would be really nice to find a way to bring both young people and adults who typically can’t afford live performances into the Power House. One way would be applying for AAUW and other grants. Then finding ways to find the communities that need to come. Clearly, you have done excellent work getting the Triple Point youth in. Would be cool to let more Latino/a people in. Just a thought. Greatly appreciate all you do!",0.35205303030303026,2023-06-01
462,24.0,CaravanofGLAM,2023-06-02,"Walla Walla Union Bulletin, Social Media (Facebook, Twitter, Instagram), Email, Gesa Power House Theatre website (www.phtww.org)",56-65,"$50,000 or below","Just Perfect!!  We enjoy the variety of entertainment you provide and like to come often. Walla Walla is very lucky we have hard working, open minded, staff and volunteers. Thank you!!!",,Musical,"Just Perfect!!  We enjoy the variety of entertainment you provide and like to come often. Walla Walla is very lucky we have hard working, open minded, staff and volunteers. Thank you!!!",,"Just Perfect!!  We enjoy the variety of entertainment you provide and like to come often. Walla Walla is very lucky we have hard working, open minded, staff and volunteers. Thank you!!! ",0.3083333333333333,2023-06-01
463,,SJFF,,Email,66+,"$50,001 - $100,000",ll good including value.,"I would appreciate having the titles of the films along with the film origin and director (country) AHEAD OF TIME - either by email or a sheet of paper on entry.  Also: the length of each film!  That way, I would not have to try to take notes - in the dark.",,ll good including value.,"I would appreciate having the titles of the films along with the film origin and director (country) AHEAD OF TIME - either by email or a sheet of paper on entry.  Also: the length of each film!  That way, I would not have to try to take notes - in the dark.","ll good including value. I would appreciate having the titles of the films along with the film origin and director (country) AHEAD OF TIME - either by email or a sheet of paper on entry.  Also: the length of each film!  That way, I would not have to try to take notes - in the dark.",0.3625,
464,,SJFF,,Email,66+,"$100,001 - $200,000",Excellent films: interesting and moving. Warren selects excellent films and does good interviews.,,,Excellent films: interesting and moving. Warren selects excellent films and does good interviews.,,Excellent films: interesting and moving. Warren selects excellent films and does good interviews. ,0.8,
465,,SJFF,,Email,66+,"$50,000 or below","Dang it all!  I got a ticket, really wanted to come, but had a skin cancer treatment and just couldn't leave home.  So sad I missed it.",Susan Janelle,,"Dang it all!  I got a ticket, really wanted to come, but had a skin cancer treatment and just couldn't leave home.  So sad I missed it.",Susan Janelle,"Dang it all!  I got a ticket, really wanted to come, but had a skin cancer treatment and just couldn't leave home.  So sad I missed it. Susan Janelle",-0.15,
466,,SJFF,,Other,46-55,"$50,001 - $100,000",It was way too ooohhhh cold in the theater. The cold air kept turning on. Made my experience less enjoyable ,,,It was way too ooohhhh cold in the theater. The cold air kept turning on. Made my experience less enjoyable ,,It was way too ooohhhh cold in the theater. The cold air kept turning on. Made my experience less enjoyable  ,-0.21666666666666667,
